fund_code,fund_name,index_code,index_name,tracking_error,info_ratio_track
007093,鑫元中债3-5年国开行债券指数C,CBOND_国开行债券总指数_3-5年,中债3-5年国开行债券财富指数,0.005980771590087356,-0.7271965597362562
007094,建信中债国开行债A,CBOND_国开行债券总指数_总值,中债国开行债券财富指数,0.006327197879144015,-0.9177083044104505
007095,建信中债国开行债C,CBOND_国开行债券总指数_总值,中债国开行债券财富指数,0.006327382291690467,-1.0627688288449164
007097,汇添富中债1-3年国开债A,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.003803116803089002,-0.4794423781277465
007098,汇添富中债1-3年国开债C,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.003831842919813543,-0.7007649152140208
007122,工银1-3年国开债指数A,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.003558730744402821,-0.7667839036127163
007123,工银1-3年国开债指数C,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.0035384645618828318,-1.040248612369571
007124,工银1-3年农发债指数A,CBOND_农发行债券总指数_1-3年,中债1-3年农发行债券财富指数,0.0033766188472333894,-0.6791125442826184
007125,工银1-3年农发债指数C,CBOND_农发行债券总指数_1-3年,中债1-3年农发行债券财富指数,0.006241925311087649,-0.20395076685100755
007147,博时中债1-3年国开行A,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.0034949170388441655,-0.9078988619068848
007148,博时中债1-3年国开行C,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.003483416148862423,-1.237324815107859
007169,易方达中债1-3年国开债A,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.0029669391540169013,-0.7940563875029781
007170,易方达中债1-3年国开债C,CBOND_国开行债券总指数_1-3年,中债1-3年国开行债券财富指数,0.003009984378534298,-1.0952744392493843
007171,易方达中债3-5年国开行债A,CBOND_国开行债券总指数_3-5年,中债3-5年国开行债券财富指数,0.005516755573321379,-0.5532334798550909
